path	author	header	created	sphere	topic	style	audience_age	audience_level	audience_size	source	publication	publ_year	medium	country	region	language
plain/2016/10/26/Деньги фирмы в Дубне присвоил её работник.txt	Мария Ватолина	Деньги фирмы в Дубне присвоил её работник	26.10.2016	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/2926-dengi-firmy-v-dubne-prisvoil-ejo-rabotnik	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/26/Банкир Рубен Варданян приезжал в Дубну знакомиться.txt	ОД	Банкир Рубен Варданян приезжал в Дубну знакомиться	26.10.2016	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/2925-bankir-ruben-vardanyan-priezzhal-znakomitsya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/26/Ушел из жизни Юрий Никитский.txt	ОД	Ушел из жизни Юрий Никитский	26.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2924-ushel-iz-zhizni-yurij-nikitskij	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/26/На платной автотрассе «Дон» в Подмосковье погибли 7 человек.txt	Кирилл Свояков	На платной автотрассе «Дон» в Подмосковье погибли 7 человек	26.10.2016	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/2922-na-avtotrasse-don-v-podmoskove-pogibli-7-chelovek	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/26/Налоговая Дубны учит бесплатно.txt	ОД	Налоговая Дубны учит бесплатно	26.10.2016	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/2923-nalogovaya-dubny-uchit-besplatno	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/26/Бизнес-успех Дубны могут признать в Калуге.txt	Оксана Егоркина	Бизнес-успех Дубны могут признать в Калуге	26.10.2016	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/2921-biznes-uspekh-dubny-mogut-priznat-v-kaluge	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/26/Ушел из жизни профессор Вальтер Грайнер.txt	ОД	Ушел из жизни профессор Вальтер Грайнер	26.10.2016	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/2928-ushel-iz-zhizni-professor-valter-grajner	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/25/Крымское повидло для подмосковных пирогов.txt	Иван Экономов	Крымское повидло для подмосковных пирогов	25.10.2016	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/2920-krymskoe-povidlo-dlya-podmoskovnykh-pirogov	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/25/Важное сообщение для пенсионеров Дубны.txt	ОД	Важное сообщение для пенсионеров Дубны	25.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2919-vazhnoe-soobshchenie-dlya-pensionerov	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/25/В понедельник глава примет предпринимателей Дубны.txt	ОД	В понедельник глава примет предпринимателей Дубны	25.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2918-v-ponedelnik-glava-primet-predprinimatelej	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/25/Граждане, приходите на прием к начальникам в Дубне.txt	ОД	Граждане, приходите на прием к начальникам в Дубне	25.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2917-grazhdane-prikhodite-na-priem-k-nachalnikam	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/25/Кому вакансии.txt	Кирилл Свояков	Кому вакансии?	25.10.2016	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/1784-komu-vakansii	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/24/Армения отметила 60-летие ОИЯИ на высшем уровне.txt	Кирилл Свояков	Армения отметила 60-летие ОИЯИ на высшем уровне	24.10.2016	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/2916-armeniya-otmetila-60-letie-oiyai-na-vysshem-urovne	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/24/ОИЯИ с ЦЕРНом учат программистов в Дубне.txt	Кирилл Свояков	ОИЯИ с ЦЕРНом учат программистов в Дубне	24.10.2016	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/2915-oiyai-s-tsernom-uchat-programmistov-v-dubne	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/24/Центр Талдома стал пешеходным.txt	Анастасия Григоренко	Центр Талдома стал пешеходным	24.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2914-tsentr-taldoma-stal-peshekhodnym	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/24/Конкурс молодых ученых атомной отрасли.txt	ОД	Конкурс молодых ученых атомной отрасли	24.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2913-konkurs-molodykh-uchenykh-atomnoj-otrasli	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/24/Конкурс проектов по информационной безопасности Skolkovo Cybersecurity Challenge 2016.txt	ОД	Конкурс проектов по информационной безопасности Skolkovo Cybersecurity Challenge 2016	24.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2912-konkurs-proektov-po-informatsionnoj-bezopasnosti-skolkovo-cybersecurity-challenge-2016	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/23/Изменится маршрут автобусов Дубна–Москва–Дубна.txt	ОД	Изменится маршрут автобусов Дубна–Москва–Дубна	23.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2895-zavtra-izmenitsya-marshrut-avtobusov-dubna-moskva-dubna	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/22/Жителей частного сектора призывают советоваться с совестью.txt	Кирилл Свояков	Жителей частного сектора призывают советоваться с совестью	22.10.2016	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/2890-zhitelej-chastnogo-sektora-prizyvayut-sovetovatsya-s-sovestyu	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/22/Лекарства поручили изобрести компьютеру.txt	Анна Дзарахохова	Лекарства поручили изобрести компьютеру	22.10.2016	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/2889-lekarstva-poruchili-izobresti-kompyuteru	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/21/В Дубне стартовал студенческий теннисный турнир.txt	ОД	В Дубне стартовал студенческий теннисный турнир	21.10.2016	публицистика	Спорт	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/sport/2874-v-dubne-startoval-studencheskij-tennisnyj-turnir	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/21/ЖКХ Дубны долги, как дамоклов меч.txt	Наталия Теряева	ЖКХ Дубны: долги, как дамоклов меч	21.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2873-zhkkh-dubny-dolgi-kak-damoklov-mech	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/21/Дубна из домашних фотоальбомов.txt	Светлана Козлова	Дубна из домашних фотоальбомов	21.10.2016	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/2872-dubna-iz-domashnikh-fotoalbomov	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/20/Благоустраивать новое легко и приятно.txt	Наталия Теряева	Благоустраивать новое легко и приятно	20.10.2016	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/2871-blagoustraivat-novoe-legko-i-priyatno	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/20/Шуба без чипа, деньги на ветер.txt	ОД	Шуба без чипа, деньги на ветер	20.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/dom/2870-shuba-bez-chipa-dengi-na-veter	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/20/Игра «Что Где Когда» приглашает.txt	ОД	Игра «Что? Где? Когда?» приглашает	20.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2869-igra-chto-gde-kogda-priglashaet	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/20/Стань заметнее на дороге.txt	ОД	Стань заметнее на дороге	20.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2868-stan-zametnee-na-doroge	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/20/На стройке проступили контуры коллайдера.txt	Кирилл Свояков	На стройке проступили контуры коллайдера	20.10.2016	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/2880-na-strojke-prostupili-kontury-kollajdera	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/19/Часы тишины обещают продлить.txt	Светлана Козлова	Часы тишины обещают продлить	19.10.2016	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/2867-chasy-tishiny-obeshchayut-prodlit	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/19/Строительство хирургического комплекса в Дубне разморозили.txt	Оксана Егоркина	"Строительство хирургического комплекса в Дубне ""разморозили"""	19.10.2016	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/2866-stroitelstvo-khirurgicheskogo-kompleksa-v-dubne-razmorozili	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/19/22 октября – Единый день диспансеризации.txt	ОД	22 октября – Единый день диспансеризации	19.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2865-22-oktyabrya-edinyj-den-dispanserizatsii	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/19/Завтра полиция открывает двери.txt	Мария Ватолина	Завтра полиция открывает двери	19.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2864-zavtra-politsiya-otkryvaet-dveri	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/19/Школа профилактики приглашает дубненцев.txt	ОД	Школа профилактики приглашает дубненцев	19.10.2016	публицистика	Здоровье	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zdorove/2863-shkola-profilaktiki-priglashaet-dubnentsev	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/18/Азербайджан отметил 60-летие ОИЯИ.txt	Кирилл Свояков	Азербайджан отметил 60-летие ОИЯИ	18.10.2016	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/2897-azerbajdzhan-otmetil-60-letie-oiyai	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/18/На площади Мира проводят реконструкцию.txt	Светлана Козлова	На площади Мира проводят реконструкцию	18.10.2016	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/2862-na-ploshchadi-mira-provodyat-rekonstruktsiyu	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/18/Солнышко для полицейских.txt	ОД	Солнышко для полицейских	18.10.2016	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/2861-solnyshko-dlya-politsejskikh	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/18/Дают работу.txt	ОД	Дают работу	18.10.2016	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/2501-dayut-rabotu	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/17/Объявлен аукцион на строительство в Дубне моста.txt	Светлана Козлова	Объявлен аукцион на строительство в Дубне моста	17.10.2016	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/2860-ob-yavlen-auktsion-na-stroitelstvo-v-dubne-mosta	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/17/Счастливое единение клавиш и струн.txt	Светлана Козлова	Счастливое единение клавиш и струн	17.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/muzyka/2859-schastlivoe-edinenie-klavish-i-strun	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/17/Водитель, не отвлекайся от руля!.txt	ОД	Водитель, не отвлекайся от руля!	17.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2858-voditel-ne-otvlekajsya-ot-rulya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/16/Программирование изобрели в России.txt	Светлана Козлова	Программирование изобрели в России	16.10.2016	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/2857-programmirovanie-izobreli-v-rossii	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/16/18 октября – День донора в Дубне.txt	ОД	18 октября – День донора в Дубне	16.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2856-18-oktyabrya-den-donora-v-dubne	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/15/Заказник «Журавлиная родина» нашел замену покемону.txt	Кирилл Свояков	Заказник «Журавлиная родина» нашел замену покемону	15.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2855-zakaznik-zhuravlinaya-rodina-nashel-zamenu-pokemonu	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/15/Старой набережной коснулись нововведения.txt	Кирилл Свояков	Старой набережной коснулись нововведения	15.10.2016	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/2854-staroj-naberezhnoj-kosnulis-novovvedeniya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/14/Православные отмечают Покров.txt	ОД	Православные отмечают Покров	14.10.2016	публицистика	Культура	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/kultura/2852-pravoslavnye-otmechayut-pokrov	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/14/МФЦ Дубны в одном окне 205 госуслуг.txt	Светлана Козлова	МФЦ Дубны: в одном окне 205 госуслуг	14.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2853-mfts-dubny-v-odnom-okne-205-gosuslug	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/13/Дубненские магистры готовы к армии.txt	ОД	Дубненские магистры готовы к армии	13.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2851-dubnenskie-magistry-gotovy-k-armii	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/13/В Дубне упразднят военкомат.txt	ОД	В Дубне упразднят военкомат	13.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/politika/2850-v-dubne-uprazdnyat-voenkomat	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/12/Бизнесмены поделились мечтами с администрацией.txt	Иван Экономов	Бизнесмены поделились мечтами с администрацией	12.10.2016	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/2849-biznesmeny-podelilis-mechtami-s-administratsiej	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/12/В Дубне пенсионер украл с прилавка куртку.txt	Мария Ватолина	В Дубне пенсионер украл с прилавка куртку	12.10.2016	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/2848-v-dubne-pensioner-ukral-s-prilavka-kurtku	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/12/МФЦ приглашает за круглый стол.txt	ОД	МФЦ приглашает за круглый стол	12.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2847-mfts-priglashaet-za-kruglyj-stol	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/12/Физические лица, вас научат платить налоги.txt	ОД	Физические лица, вас научат платить налоги	12.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2846-fizicheskie-litsa-vas-nauchat-platit-nalogi	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/11/Дубна не справляется с благоустройством дворов.txt	ОД	Дубна не справляется с благоустройством дворов	11.10.2016	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/2845-dubna-ne-spravlyaetsya-s-blagoustrojstvom-dvorov	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/11/В колледже проведут военную игру.txt	ОД	В колледже проведут военную игру	11.10.2016	публицистика	Спорт	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/sport/2844-v-kolledzhe-provedut-voennuyu-igru	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/11/Детей надо защищать от негатива Интернета.txt	ОД	Детей надо защищать от негатива Интернета	11.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2843-detej-nado-zashchishchat-ot-negativa-interneta	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/11/В Дубне ликвидировали самовольную ярмарку.txt	Иван Экономов	В Дубне ликвидировали самовольную ярмарку	11.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2842-v-dubne-likvidirovali-samovolnuyu-yarmarku	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/10/Проверьте вашу психику.txt	ОД	Проверьте вашу психику	10.10.2016	публицистика	Здоровье	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zdorove/2841-proverte-vashu-psikhiku	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/10/В Дубне завоют учебные сирены.txt	ОД	В Дубне завоют учебные сирены	10.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2840-v-dubne-zavoyut-uchebnye-sireny	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/10/Есть работа.txt	ОД	Есть работа	10.10.2016	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/1960-est-rabota	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/9/Дубну наводнила классика.txt	Ольга Тычинская	Дубну наводнила классика	09.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/muzyka/2839-dubnu-navodnila-klassika	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/8/ОИЯИ наравне с Газпромом и Росатомом.txt	Екатерина Славская	ОИЯИ наравне с Газпромом и Росатомом	08.10.2016	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/2838-oiyai-naravne-s-gazpromom-i-rosatomom	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/8/Когда душа с душою говорит.txt	Светлана Козлова	Когда душа с душою говорит	08.10.2016	публицистика	Культура	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/kultura/2837-kogda-dusha-s-dushoyu-govorit	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/8/Что происходит пара строк об ОИЯИ.txt	Наталия Теряева	Что происходит: пара строк об ОИЯИ	08.10.2016	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/2836-chto-proiskhodit-para-strok-ob-oiyai	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/7/В Дубне прошли учения .txt	ОД	В Дубне прошли учения 	07.10.2016	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/2835-v-dubne-proshli-ucheniya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/7/ИРЦ Дубна обращается к горожанам.txt	ОД	"ИРЦ ""Дубна"" обращается к горожанам"	07.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2834-irts-dubna-obrashchaetsya-k-gorozhanam	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/6/Переезд на Дачной закроют на четыре дня.txt	ОД	Переезд на Дачной закроют на четыре дня	06.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2833-pereezd-na-dachnoj-zakroyut-na-chetyre-dnya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/6/Прием предпринимателей пройдет в понедельник.txt	ОД	Прием предпринимателей пройдет в понедельник	06.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2832-priem-predprinimatelej-projdet-v-ponedelnik	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/6/Из продуктового украли еды на 100 тысяч.txt	Мария Ватолина	Из продуктового украли еды на 100 тысяч	06.10.2016	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/2831-iz-produktovogo-ukrali-edy-na-100-tysyach	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/6/ГИБДД напоминает об изменениях для экзаменуемых.txt	ОД	ГИБДД напоминает об изменениях для экзаменуемых	06.10.2016	публицистика	Законы	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zakony/2830-gibdd-napominaet-ob-izmeneniyakh-dlya-ekzamenuemykh	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/5/Сегодня все празднуют День учителя.txt	ОД	Сегодня все празднуют День учителя	05.10.2016	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/2829-segodnya-vse-prazdnuyut-den-uchitelya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/5/Внимание! Ремонт трех переездов в Дубне.txt	ОД	Внимание! Ремонт трех переездов в Дубне	05.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2828-vnimanie-remont-trekh-pereezdov-v-dubne	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/5/На Новом шоссе появятся новые дорожки.txt	ОД	На Новом шоссе появятся новые дорожки	05.10.2016	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/2827-na-novom-shosse-poyavyatsya-novye-dorozhki	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/5/Налоговая научит бесплатно платить налоги.txt	ОД	Налоговая научит бесплатно платить налоги	05.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2826-nalogovaya-nauchit-besplatno-platit-nalogi	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/5/Американская «Славянка» будет петь в Дубне.txt	Оксана Егоркина	Американская «Славянка» будет петь в Дубне	05.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/muzyka/2825-amerikanskaya-slavyanka-budet-pet-v-dubne	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/5/Полиция набирает кадры в уголовный розыск.txt	ОД	Полиция набирает кадры в уголовный розыск	05.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2824-politsiya-nabiraet-kadry-v-ugolovnyj-rozysk	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/4/Дают работу в Дубне.txt	ОД	Дают работу в Дубне	04.10.2016	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/2823-dayut-rabotu-v-dubne	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/4/Моцарт, долгострой и пустые тарелки.txt	Светлана Козлова	Моцарт, долгострой и пустые тарелки	04.10.2016	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/2822-motsart-dolgostroj-i-pustye-tarelki	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/3/Переезд на Дмитровке будут ремонтировать только 4 октября.txt	ОД	Переезд на Дмитровке будут ремонтировать только 4 октября	03.10.2016	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/2821-pereezd-na-dmitrovke-budut-remontirovat-tolko-4-oktyabrya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/2/В Дубне создан медико-технический кластер.txt	Светлана Козлова	В Дубне создан медико-технический кластер	02.10.2016	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/2820-v-dubne-sozdan-mediko-tekhnicheskij-klaster	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/2/Спасатель из Дубны взял бронзу.txt	Кирилл Свояков	Спасатель из Дубны взял бронзу	02.10.2016	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/2819-spasatel-iz-dubny-vzyal-bronzu	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/10/1/1 октября – Международный день пожилых людей.txt	ОД	1 октября – Международный день пожилых людей	01.10.2016	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/2818-1-oktyabrya-mezhdunarodnyj-den-pozhilykh-lyudej	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
plain/2016/9/30/Атлеты и каратисты приглашают на соревнования.txt	ОД	Атлеты и каратисты приглашают на соревнования	30.09.2016	публицистика	Спорт	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/sport/2817-atlety-i-karatisty-priglashayut-na-sorevnovaniya	Открытая Дубна	2016	газета	Россия	город Дубна, Московская область	ru
