path	author	header	created	sphere	topic	style	audience_age	audience_level	audience_size	source	publication	publ_year	medium	country	region	language
plain/2018/6/18/Свалку из просроченного пива убрал в Дубне Госадмтехнадзор.txt	Кирилл Свояков	Свалку из просроченного пива убрал в Дубне Госадмтехнадзор	18.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5372-provereno-sostoyanie-500-skverov-parkov-plyazhej	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/18/Ответственность для судоводителей была увеличена.txt	Специалист по связям с общественностью и взаимодействию со СМИ И.Л. Михайлова	Ответственность для судоводителей была увеличена	18.06.2018	публицистика	Законы	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zakony/5382-otvetstvennost-dlya-sudovoditelej-byla-uvelichena	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/18/Услугами ФНС России можно воспользоваться на Портале госуслуг.txt	ОД	Услугами ФНС России можно воспользоваться на Портале госуслуг	18.06.2018	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/5383-uslugami-fns-rossii-mozhno-vospolzovatsya-na-portale-gosuslug	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/17/Школа наставников поможет превратить потребителя в производителя.txt	Екатерина Славская	Школа наставников поможет превратить потребителя в производителя	17.06.2018	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/5384-shkola-nastavnikov-pomozhet-prevratit-potrebitelya-v-proizvoditelya	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/17/Безопасность пешехода тренировали в Сосновом бору.txt	Специалист по связям с общественностью и взаимодействию со СМИ И.Л. Михайлова	"Безопасность пешехода тренировали в ""Сосновом бору"""	17.06.2018	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/5381-bezopasnost-peshekhoda-trenirovali-v-sosnovom-boru	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/17/С Днем медицинского работника!.txt	ОД	С Днем медицинского работника!	17.06.2018	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/5376-s-dnem-meditsinskogo-rabotnika	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/17/Тяжела ли ноша старшего ребенка .txt	Оксана Головко, Екатерина Бурмистрова	Тяжела ли ноша старшего ребенка? 	17.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/dom/5380-tyazhela-li-nosha-starshego-rebenka	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/17/Реку в Запрудне расчистят в 2020 году.txt	Никита Крутиков	Реку в Запрудне расчистят в 2020 году	17.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5373-reku-v-zaprudne-raschistyat-v-2020-godu	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/16/Ужесточаются правила перевозки детей автобусами.txt	ОД	Ужесточаются правила перевозки детей автобусами	16.06.2018	публицистика	Законы	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zakony/5377-uzhestochayutsya-pravila-perevozki-detej-avtobusami	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/16/Требуются заведующие кафедрой.txt	ОД	Требуются заведующие кафедрой	16.06.2018	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/5378-trebuyutsya-zaveduyushchie-kafedroj	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/15/В МФТИ выяснили как сверхпроводящие вихри провоцируют торнадо за границей .txt	Татьяна Небольсина	"В МФТИ выяснили как сверхпроводящие вихри провоцируют ""торнадо"" за границей "	15.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5371-v-mfti-vyyasnili-kak-sverkhprovodyashchie-vikhri-provotsiruyut-tornado-za-granitsej	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/15/Совет депутатов зовет на публичные слушания.txt	ОД	Совет депутатов зовет на публичные слушания	15.06.2018	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/5370-sovet-deputatov-zovet-na-publichnye-slushaniya	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/15/Как поступить на службу в полицию.txt	И. Л. Михайлова	Как поступить на службу в полицию	15.06.2018	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/5375-kak-postupit-na-sluzhbu-v-politsiyu	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/15/Граждан примет представитель областного главка МВД.txt	И. Л. Михайлова	Граждан примет представитель областного главка МВД	15.06.2018	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/5374-grazhdan-primet-predstavitel-oblastnogo-glavka-mvd	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/14/Школьников из Германии снова приняли в ОИЯИ.txt	Кирилл Свояков	Школьников из Германии снова приняли в ОИЯИ	14.06.2018	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/5421-shkolnikov-iz-germanii-snova-prinyali-v-oiyai	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/14/Победить победит - предсказан новый сверхтвердый материал .txt	Татьяна Небольсина	"""Победить победит"" - предсказан новый сверхтвердый материал "	14.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5369-pobedit-pobedit-predskazan-novyj-sverkhtverdyj-material	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/14/Разыскивается молодая семья .txt	ОД	Разыскивается молодая семья 	14.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/dom/5368-razyskivaetsya-molodaya-semya	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/14/Сотрудники ОМВД Дубны присоединились к акции Подумай о других. Сдай кровь. Поделись жизнью!.txt	ОД	"Сотрудники ОМВД Дубны присоединились к акции ""Подумай о других. Сдай кровь. Поделись жизнью!"""	14.06.2018	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/5367-sotrudniki-omvd-po-g-o-dubna-prisoedinilis-k-aktsii-podumaj-o-drugikh-sdaj-krov-podelis-zhiznyu	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/13/Расскажем, как перевезти группу пассажиров .txt	ОД	Расскажем, как перевезти группу пассажиров 	13.06.2018	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/5361-rasskazhem-kak-perevezti-gruppu-passazhirov	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/13/Проверка молока в ЦФО какие бренды стоит покупать.txt	Никита Крутиков	Проверка молока в ЦФО: какие бренды стоит покупать?	13.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/eda/5366-proverka-moloka-v-tsfo-vnushila-optimizm	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/13/ОИЯИ получил новые патенты.txt	ОД	ОИЯИ получил новые патенты	13.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5364-oiyai-poluchil-novye-patenty-2	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/13/Студенты из ЮАР практикуются в ОИЯИ.txt	Кирилл Свояков	Студенты из ЮАР практикуются в ОИЯИ	13.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5365-studenty-iz-yuar-praktikuyutsya-v-oiyai	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/12/Власти Дубны поздравляют с Днем России.txt	Super User	Власти Дубны поздравляют с Днем России	12.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/5359-vlasti-dubny-pozdravlyayut-s-dnem-rossii	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/12/Подмосковные дороги футбольного чемпионата привели в порядок.txt	ОД	Подмосковные дороги футбольного чемпионата привели в порядок	12.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5360-podmoskovnye-dorogi-futbolnogo-chempionata-priveli-v-poryadok	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/12/Умные опоры уличного освещения могут заряжать электромобили.txt	Александр Погребной	"""Умные"" опоры уличного освещения могут заряжать электромобили"	12.06.2018	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/5363-umnye-opory-ulichnogo-osveshcheniya-mogut-zaryazhat-elektromobili	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/12/Ловите любую рыбу, кроме краснокнижной.txt	Кирилл Свояков	Ловите любую рыбу, кроме краснокнижной	12.06.2018	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/5362-lovite-lyubuyu-rybu-krome-krasnoknizhnoj	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/11/Руководители-международники стажировались в ОИЯИ.txt	Кирилл Свояков	Руководители-международники стажировались в ОИЯИ	11.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5420-rukovoditeli-mezhdunarodniki-stazhirovalis-v-oiyai	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/11/Лечебный корпус в Дубне достроят, как обещано к концу 2018 года.txt	Наталия Теряева	Лечебный корпус в Дубне достроят, как обещано: к концу 2018 года	11.06.2018	публицистика	Здоровье	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zdorove/5357-lechebnyj-korpus-v-dubne-dostroyat-kak-obeshchano-k-kontsu-2018-goda	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/11/Праздничная программа «День России».txt	ОД	Праздничная программа «День России»	11.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/5358-prazdnichnaya-programma-den-rossii	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/11/Детей Подмосковья учат не тонуть.txt	Никита Крутиков	Детей Подмосковья учат не тонуть	11.06.2018	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/5353-detej-podmoskovya-uchat-ne-tonut	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/10/Как сделать Дубну удобной для жизни.txt	Наталия Теряева	Как сделать Дубну удобной для жизни	10.06.2018	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/5356-kak-sdelat-dubnu-udobnoj-dlya-zhizni	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/10/Спорт в Дубне вчера и завтра.txt	Никита Крутиков	Спорт в Дубне вчера и завтра	10.06.2018	публицистика	Спорт	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/sport/5354-sport-v-dubne-vchera-i-zavtra	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/10/Психологи помогают успокоиться жителям Подмосковья.txt	Никита Крутиков	Психологи помогают успокоиться жителям Подмосковья	10.06.2018	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/5352-psikhologi-pomogayut-uspokoitsya-zhitelyam-podmoskovya	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/10/Депутаты Роднина и Шевченко держат Дубну в поле зрения.txt	Татьяна Аристархова	Депутаты Роднина и Шевченко держат Дубну в поле зрения	10.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/politika/5351-deputaty-rodnina-i-shevchenko-derzhat-dubnu-v-pole-zreniya	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/9/Не водите детей на новые детские площадки! Это опасно.txt	ОД	Не водите детей на новые детские площадки! Это опасно	09.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/5355-ne-vodite-detej-na-novye-detskie-ploshchadki-eto-opasno	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/9/ТПП Дубны отчиталась перед своими членами.txt	Кирилл Свояков	ТПП Дубны отчиталась перед своими членами	09.06.2018	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/5350-tpp-dubny-otchitalas-pered-svoimi-chlenami	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/9/Коммунальщики Подмосковья сотнями повышают квалификацию.txt	Кирилл Свояков	Коммунальщики Подмосковья сотнями повышают квалификацию	09.06.2018	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/5349-kommunalshchiki-podmoskovya-sotnyami-povyshayut-kvalifikatsiyu	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/9/Умер Салават Каримов.txt	ОД	Умер Салават Каримов	09.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/8-glavnoe/5348-umer-salavat-karimov	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/8/Математики типизировали успешных ученых.txt	пресс-служба МФТИ	Математики типизировали успешных ученых	08.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5346-matematiki-tipizirovali-uspeshnykh-uchenykh	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/8/Налоговая проводит бесплатные семинары.txt	ОД	Налоговая проводит бесплатные семинары	08.06.2018	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/5345-nalogovaya-provodit-besplatnye-seminary	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/8/Резидент ОЭЗ «Дубна» участвует в форуме «Энергоэффективное Подмосковье».txt	ОД	Резидент ОЭЗ «Дубна» участвует в форуме «Энергоэффективное Подмосковье»	08.06.2018	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/5347-rezident-oez-dubna-uchastvuet-v-forume-energoeffektivnoe-podmoskove	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/7/В МФТИ создали квантовый чип со звуковым резонатором.txt	Татьяна Небольсина	В МФТИ создали квантовый чип со звуковым резонатором	07.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5338-v-mfti-sozdali-kvantovyj-chip-so-zvukovym-rezonatorom	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/7/Ступеньки вокзала Большая Волга, возможно, отремонтируют.txt	Кирилл Свояков	Ступеньки вокзала Большая Волга, возможно, отремонтируют	07.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5342-ob-ekty-zheleznoj-dorogi-dubny-budut-privedeny-v-poryadok	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/7/Найдены новые места жительства неясыти и орхидеи.txt	ОД	"Найдены новые ""места жительства"" неясыти и орхидеи"	07.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/dom/5343-najdeny-novye-mesta-zhitelstva-neyasyti-i-orkhidei	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/6/Стадион «Наука» в Дубне стал современным.txt	Наталия Теряева	Стадион «Наука» в Дубне стал современным	06.06.2018	публицистика	Спорт	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/sport/5341-stadion-nauka-v-dubne-stal-sovremennym	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/6/В Дубне открылась летняя торговля.txt	Наталия Теряева	В Дубне открылась летняя торговля	06.06.2018	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/5340-v-dubne-otkrylas-letnyaya-torgovlya	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/6/Оплатить госпошлины по безналу можно со скидкой 30%.txt	И. Л. Михайлова	Оплатить госпошлины по безналу можно со скидкой 30%	06.06.2018	публицистика	Законы	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zakony/5337-oplatit-gosposhliny-po-beznalu-mozhno-so-skidkoj-30	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/6/Сирены включат 21 июня. Готовьтесь.txt	ОД	Сирены включат 21 июня. Готовьтесь	06.06.2018	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/5336-sireny-vklyuchat-21-iyunya	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/5/Набережная Менделеева в Дубне станет точкой роста.txt	Наталия Теряева	Набережная Менделеева в Дубне станет точкой роста	05.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5339-naberezhnaya-mendeleeva-stanet-tochkoj-rosta	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/5/Поздравление с 300-летием образования Российской полиции.txt	ОД	Поздравление с 300-летием образования Российской полиции	05.06.2018	публицистика	Профессионал	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/professional/5333-pozdravlenie-s-300-letiem-obrazovaniya-rossijskoj-politsii	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/5/Переизбран совет директоров Тензора.txt	ОД	"Переизбран совет директоров ""Тензора"""	05.06.2018	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/5334-pereizbran-sovet-direktorov-tenzora	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/5/Сводка дорожных нарушений в Дубне.txt	ОД	Сводка дорожных нарушений в Дубне	05.06.2018	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/5332-svodka-dorozhnykh-narushenij	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/4/Стартует Всероссийский конкурс Безопасная дорога – детям.txt	ОД	"Стартует Всероссийский конкурс ""Безопасная дорога – детям"""	04.06.2018	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/5329-startuet-vserossijskij-konkurs-bezopasnaya-doroga-detyam	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/4/Дубну назвали самодостаточной.txt	Кирилл Свояков	Дубну назвали самодостаточной	04.06.2018	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/5330-dubnu-nazvali-samodostatochnoj	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/4/Шесть центров инновационного творчества планируются к открытию.txt	ОД	Шесть центров инновационного творчества планируются к открытию	04.06.2018	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/5328-shest-tsentrov-innovatsionnogo-tvorchestva-planiruyutsya-k-otkrytiyu	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/3/Большие данные нужны промышленности.txt	Кирилл Свояков	Большие данные нужны промышленности	03.06.2018	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/5418-bolshie-dannye-nuzhny-promyshlennosti	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/3/Минмособлимущество будет предоставлять рассрочку на пул земель.txt	Ольга Владимирова	Минмособлимущество будет предоставлять рассрочку на пул земель	03.06.2018	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/5325-minmosoblimushchestvo-budet-predostavlyat-rassrochku-na-pul-zemel	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/3/В Созвездии открылся автогородок.txt	ОД	"В ""Созвездии"" открылся автогородок"	03.06.2018	публицистика	Образование	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obrazovanie/5326-v-sozvezdii-otkrylsya-avtogorodok	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/3/Госадмтехнадзор всерьез взялся за детские площадки.txt	Кирилл Свояков	Госадмтехнадзор всерьез взялся за детские площадки	03.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5317-gosadmtekhnadzor-vserez-vzyalsya-za-detskie-ploshchadki	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/3/ООО из Дубны выпускало фальсификат масла.txt	Никита Крутиков	ООО из Дубны выпускало фальсификат масла	03.06.2018	публицистика	Безопасность	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/proisshestviya/5327-ooo-iz-dubny-vypuskalo-falsifikat-masla	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/2/Практические советы о собственности для садоводов и дачников.txt	Ольга Владимирова	Практические советы о собственности для садоводов и дачников	02.06.2018	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/5324-prakticheskie-sovety-o-sobstvennosti-dlya-sadovodov-i-dachnikov	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/2/Отремонтировано 17 % подъездов от регионального плана.txt	ОД	Отремонтировано 17 % подъездов от регионального плана	02.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5318-otremontirovano-17-pod-ezdov-ot-regionalnogo-plana	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/2/Срок подключения к газовым сетям сокращен в 2,5 раза.txt	Кирилл Свояков	Срок подключения к газовым сетям сокращен в 2,5 раза	02.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5321-srok-podklyucheniya-k-gazovym-setyam-sokrashchen-v-2-5-raza	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/2/Что делают власти для безопасности летних купаний.txt	Кирилл Свояков	Что делают власти для безопасности летних купаний	02.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5320-chto-delayut-vlasti-dlya-bezopasnosti-letnikh-kupanij	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/1/Театра оперы в Дубне нет, а театр балета есть.txt	Наталия Теряева	Театра оперы в Дубне нет, а театр балета есть	01.06.2018	публицистика	None	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/theater/5323-teatra-opery-v-dubne-net-a-teatr-baleta-est	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/1/Учёные разработали универсальную систему для создания магической пули против рака.txt	Татьяна Небольсина	"Учёные разработали универсальную систему для создания ""магической пули"" против рака"	01.06.2018	публицистика	Наука	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/nauka/5316-uchjonye-razrabotali-universalnuyu-sistemu-dlya-sozdaniya-magicheskoj-puli-protiv-raka	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/1/Глава города примет граждан по медицинским вопросам.txt	ОД	Глава города примет граждан по медицинским вопросам	01.06.2018	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/5313-glava-goroda-primet-grazhdan-po-meditsinskim-voprosam	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/1/В Подмосковье будет более 200 пляжей.txt	Кирилл Свояков	В Подмосковье будет более 200 пляжей	01.06.2018	публицистика	ЖКХ	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zhkkh/5315-v-podmoskove-budet-bolee-200-plyazhej	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/1/Очередное футбольное серебро в Дубне!.txt	Никита Крутиков	Очередное футбольное серебро в Дубне!	01.06.2018	публицистика	Спорт	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/sport/5312-ocherednoe-futbolnoe-serebro-v-dubne	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/1/В процедуре ликвидации школы №4 Дубны пришли к согласию.txt	Наталия Теряева	В процедуре ликвидации школы №4 Дубны пришли к согласию	01.06.2018	публицистика	Общество	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/obshchestvo/5322-v-protsedure-likvidatsii-shkoly-4-dubny-prishli-k-soglasiyu	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/6/1/Ветеринарные сопроводительные документы надо оформлять электронно.txt	ОД	Ветеринарные сопроводительные документы надо оформлять электронно	01.06.2018	публицистика	Законы	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zakony/5314-veterinarnye-soprovoditelnye-dokumenty-sleduet-oformlyat-elektronno	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/5/31/В Дубне прибавится рабочих мест.txt	Наталия Теряева	В Дубне прибавится рабочих мест	31.05.2018	публицистика	Экономика	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/ekonomika/5311-v-dubne-pribavitsya-rabochikh-mest	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/5/31/Берегитесь птичьего гриппа!.txt	ОД	Берегитесь птичьего гриппа!	31.05.2018	публицистика	Здоровье	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zdorove/5310-beregites-ptichego-grippa	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/5/31/Как получить социальные услуги.txt	ОД	Как получить социальные услуги	31.05.2018	публицистика	Законы	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/zakony/5308-kak-poluchit-sotsialnye-uslugi	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
plain/2018/5/31/В ТПП Дубны дали информацию для выхода на рынки ЕС.txt	ОД	В ТПП Дубны дали информацию для выхода на рынки ЕС	31.05.2018	публицистика	Новости бизнеса	нейтральный	н-возраст	н-уровень	городская	http://open-dubna.ru/partner/5289-tpp-dubny-dala-informatsiyu-dlya-vykhoda-na-rynki-es	Открытая Дубна	2018	газета	Россия	город Дубна, Московская область	ru
